_EF_NAICS_EZ.NAICS_CODE,V_EF_NAICS_EZ.REGISTRY_ID,V_EF_NAICS_EZ.STATE_CODE
812320,110004898816,RI
332811,110004898503,RI
311920,110021278696,RI
491110,110022521699,RI
32612,110001663628,RI
32191,110004914219,RI
332813,110004917813,RI
812320,110006434304,RI
334412,110009444823,RI
322222,110021350866,RI
812320,110004931995,RI
812320,110021350884,RI
611310,110009439615,RI
925110,110021350777,RI
812320,110004912845,RI
611310,110007176867,RI
4529,110024221796,RI
48111,110037945016,RI
32612,110004899067,RI
322212,110001664333,RI
339914,110000312518,RI
81149,110029952102,RI
332813,110004920550,RI
334512,110004903392,RI
331528,110004903702,RI
32612,110004928696,RI
3399,110004931058,RI
928110,110000819856,RI
5614,110021277633,RI
622110,110009439660,RI
812320,110004936375,RI
335999,110004903622,RI
32311,110001663496,RI
81149,110000312581,RI
81121,110000819936,RI
42495,110037442050,RI
333512,110037442176,RI
332813,110001662987,RI
811411,110004905997,RI
454311,110004916814,RI
62121,110004931414,RI
325314,110017693959,RI
331491,110039162795,RI
44711,110004905149,RI
62131,110004926750,RI
331222,110000762951,RI
336611,110009439161,RI
53112,110004906601,RI
336399,110009438929,RI
332722,110004904603,RI
42394,110000905003,RI
811219,110031433704,RI
81131,110031433704,RI
441222,110030493204,RI
339913,110037442005,RI
62121,110004900055,RI
339911,110004900527,RI
45291,110004929873,RI
62121,110009444100,RI
49311,110012483268,RI
811118,110037142954,RI
335929,110010955154,RI
485113,110001664627,RI
811118,110007824676,RI
45291,110004936598,RI
45291,110004936614,RI
62121,110012218563,RI
236115,110038910140,RI
236118,110038910140,RI
44612,110038910239,RI
81111,110038910300,RI
33991,110004903114,RI
335311,110004903230,RI
332999,110001664048,RI
339914,110002087508,RI
44313,110000312858,RI
62121,110018900821,RI
325613,110042010203,RI
31321,110000735697,RI
33636,110000735697,RI
621511,110020892319,RI
44422,110022305370,RI
339914,110009438894,RI
44411,110009441096,RI
62121,110004923806,RI
81232,110004914139,RI
325412,110012520600,RI
424710,110000312778,RI
321920,110002087198,RI
81111,110041679467,RI
332812,110044831527,RI
332813,110001662950,RI
32619,110043985621,RI
314999,110001662905,RI
48621,110007222852,RI
81121,110004912998,RI
62121,110040101644,RI
333994,110001663520,RI
812320,110038802828,RI
713930,110037278068,RI
324121,110009442745,RI
3399,110000763004,RI
313311,110038789950,RI
3329,110000581273,RI
325211,110000312581,RI
332115,110000312947,RI
334310,110000313027,RI
928110,110000904987,RI
32191,110011795469,RI
488490,110009813292,RI
335311,110031524321,RI
3399,110001662763,RI
325199,110012266234,RI
71391,110043184354,RI
212319,110004921620,RI
212319,110007177090,RI
3261,110001664057,RI
488490,110000895096,RI
326113,110000313134,RI
486210,110001663584,RI
31331,110002336892,RI
3399,110002087189,RI
4471,110004916379,RI
3399,110000312929,RI
325211,110000312135,RI
327215,110000313170,RI
3251,110037113067,RI
313311,110009444510,RI
713930,110004916093,RI
454311,110020149677,RI
327212,110000312082,RI
4471,110006802718,RI
237310,110001662530,RI
3222,110009439508,RI
325612,110002087740,RI
4471,110020038305,RI
325320,110000701982,RI
32191,110001662549,RI
212321,110007176983,RI
331525,110004936366,RI
3399,110002087367,RI
3399,110000762988,RI
3399,110001663183,RI
335122,110043555630,RI
325314,110021276377,RI
454311,110012803056,RI
3399,110002087759,RI
4471,110017754250,RI
3399,110007176885,RI
928110,110004911695,RI
331524,110001664618,RI
311411,110002087278,RI
3399,110002087465,RI
221320,110032958262,RI
31331,110000735697,RI
313320,110000735697,RI
337211,110001662549,RI
332813,110000581255,RI
81112,110004910222,RI
22132,110040374546,RI
48811,110041392132,RI
45431,110041426551,RI
622210,110041214227,RI
334518,110021349637,RI
325991,110000312457,RI
2211,110041184991,RI
812320,110041234991,RI
332813,110041235213,RI
332811,110041235222,RI
322221,110041165547,RI
812320,110041234571,RI
221320,110007824612,RI
334518,110004898843,RI
311920,110040860752,RI
332612,110004932663,RI
336612,110040845342,RI
332618,110000762951,RI
925110,110040850914,RI
325211,110004916075,RI
334518,110004908707,RI
339911,110040991530,RI
3339,110021357280,RI
811212,110004927982,RI
32311,110004898647,RI
221122,110041695877,RI
812922,110004933225,RI
221122,110043304876,RI
32311,110031420095,RI
44719,110004924306,RI
33711,110043555603,RI
49311,110000618626,RI
81149,110031412709,RI
44611,110041679412,RI
44419,110041679421,RI
334511,110041679564,RI
443112,110042191918,RI
333513,110000496044,RI
483111,110041923194,RI
713930,110041923327,RI
483111,110041923274,RI
483111,110041923309,RI
713930,110041923087,RI
332813,110004909136,RI
485410,110037229656,RI
485410,110042374365,RI
326199,110002087312,RI
335931,110002087385,RI
339911,110002087474,RI
331491,110002087492,RI
326199,110004904364,RI
325998,110038168096,RI
339913,110002087517,RI
334413,110043192443,RI
32311,110004932039,RI
32311,110004899780,RI
32311,110004907977,RI
33451,110002058825,RI
332813,110043854834,RI
811192,110044991881,RI
48541,110006434224,RI
22131,110009700975,RI
422710,110032895669,RI
422710,110000313152,RI
331419,110042374301,RI
61131,110007825407,RI
61131,110012194142,RI
62121,110004910785,RI
811111,110004910918,RI
81232,110004911329,RI
92811,110004911622,RI
92411,110012483605,RI
811111,110004912630,RI
81232,110004912738,RI
81232,110004912845,RI
326199,110004913210,RI
92411,110004913791,RI
92512,110004913862,RI
811121,110004913979,RI
71391,110007826040,RI
811111,110004914781,RI
4471,110009440694,RI
336211,110009440747,RI
71399,110007826521,RI
81232,110012481634,RI
811111,110004917779,RI
92119,110007826629,RI
331522,110002087811,RI
62121,110004918475,RI
71393,110009442503,RI
81292,110004918741,RI
92119,110007826790,RI
48811,110004919893,RI
811111,110004919955,RI
811111,110004920015,RI
44112,110004920710,RI
485999,110007827110,RI
811111,110004921345,RI
811111,110007827165,RI
54138,110004921746,RI
621112,110009441666,RI
62121,110007827245,RI
621511,110004922718,RI
811111,110004922950,RI
811111,110004923744,RI
4471,110004902320,RI
4471,110004924324,RI
71393,110004924459,RI
71393,110004924681,RI
44111,110004924734,RI
339999,110004902669,RI
339911,110004902936,RI
326199,110004903052,RI
811198,110004924976,RI
4471,110004925127,RI
811111,110004925172,RI
333514,110004903551,RI
314129,110001663771,RI
62131,110004926411,RI
333514,110004904462,RI
332813,110002087134,RI
334419,110004904836,RI
811111,110004905103,RI
811111,110007824587,RI
81232,110004905229,RI
62121,110006434563,RI
44112,110004927241,RI
62121,110004927624,RI
212299,110014362288,RI
44111,110004905960,RI
811111,110004906200,RI
811111,110004906344,RI
811111,110009439189,RI
332813,110012482054,RI
811111,110004907263,RI
336211,110004907352,RI
326212,110004907593,RI
32551,110004907691,RI
53231,110004908299,RI
71391,110004908477,RI
336612,110004908501,RI
62211,110001662647,RI
33991,110004908556,RI
44111,110004908663,RI
332813,110000819954,RI
811111,110004909216,RI
621112,110004909225,RI
3121,110000499327,RI
811111,110004910393,RI
339914,110012482045,RI
332618,110000581255,RI
322222,110000499292,RI
332812,110000312224,RI
61121,110017613750,RI
325998,110001664574,RI
332813,110000819990,RI
332116,110000312377,RI
325998,110000312616,RI
332812,110000312475,RI
56173,110016712654,RI
621512,110016712663,RI
81232,110016712716,RI
44611,110014440925,RI
336612,110014441050,RI
44611,110014441078,RI
81112,110014441176,RI
81112,110014441229,RI
332439,110000618617,RI
332813,110012798641,RI
562119,110000312849,RI
339914,110002087214,RI
221119,110000820078,RI
334415,110000841929,RI
335999,110000312322,RI
331492,110000313287,RI
332911,110012482713,RI
334519,110000895087,RI
325199,110001664574,RI
81112,110007828459,RI
31331,110000312117,RI
322222,110000313250,RI
562212,110034164963,RI
562212,110009309916,RI
325613,110035831222,RI
326113,110004908280,RI
54133,110020892337,RI
811111,110004910767,RI
621111,110022305361,RI
54194,110022826085,RI
333298,110004903178,RI
92811,110004896088,RI
621111,110004924903,RI
325992,110004925323,RI
311712,110004925412,RI
62121,110009442148,RI
4471,110007827771,RI
52211,110001663860,RI
33142,110004929329,RI
44111,110004905791,RI
811113,110004906317,RI
4471,110007827566,RI
81232,110004906665,RI
61121,110004909047,RI
333292,110004925715,RI
621111,110018900974,RI
81131,110000819936,RI
339114,110004900055,RI
336611,110004901562,RI
332813,110004904621,RI
325192,110040900237,RI
339911,110004902687,RI
339914,110000763004,RI
333132,110031292456,RI
22112,110015322881,RI
339113,110015322925,RI
44421,110015824740,RI
71391,110016712752,RI
3219,110001134291,RI
62121,110004925840,RI
621112,110004926199,RI
62121,110004926215,RI
514199,110004926322,RI
485999,110004926466,RI
332813,110009441069,RI
811111,110004917671,RI
811111,110004914353,RI
323119,110007826718,RI
811111,110004920756,RI
811111,110004920943,RI
332721,110000888692,RI
811111,110004921069,RI
485999,110004918938,RI
621112,110004919642,RI
333518,110004919802,RI
45111,110004920079,RI
511199,110004920293,RI
711212,110007826914,RI
62121,110004910776,RI
811111,110004914157,RI
621111,110004929221,RI
92615,110007825791,RI
81232,110004912649,RI
333319,110007825862,RI
335929,110002087438,RI
4471,110004913586,RI
44711,110024557521,RI
332721,110004907502,RI
335311,110007824729,RI
339914,110001662745,RI
61131,110000819972,RI
811111,110004899691,RI
62121,110031433660,RI
71392,110031433679,RI
48849,110004933537,RI
621111,110031416493,RI
4471,110001663986,RI
811121,110007826022,RI
562211,110031360088,RI
4841,110007826111,RI
212322,110007826157,RI
4841,110004915192,RI
62311,110009439660,RI
811111,110004909948,RI
4471,110004910794,RI
2211,110007825452,RI
4471,110004912006,RI
336612,110000312554,RI
62149,110024832635,RI
811111,110044991943,RI
4471,110004915370,RI
4471,110004915995,RI
53212,110004916896,RI
811111,110004916921,RI
811111,110004922068,RI
62121,110004922326,RI
4841,110004922852,RI
4471,110004923227,RI
4471,110013401050,RI
4471,110004923414,RI
621112,110004923496,RI
811111,110004923600,RI
811111,110004923691,RI
44719,110007827389,RI
332813,110004924510,RI
551111,110021277722,RI
491110,110009443959,RI
611110,110001991701,RI
53112,110002058932,RI
8122,110021277786,RI
81149,110012480868,RI
44719,110007823846,RI
62121,110033622710,RI
4471,110007823882,RI
811198,110004905611,RI
811121,110004907673,RI
33511,110004913041,RI
4841,110004922638,RI
621112,110004924486,RI
56173,110035439530,RI
221112,110001662656,RI
339911,110012483400,RI
53112,110004931236,RI
3399,110004930978,RI
53112,110021278767,RI
53112,110021278776,RI
2211,110002054491,RI
812320,110021349735,RI
325211,110004936393,RI
332721,110001102048,RI
3251,110000312135,RI
32311,110040861305,RI
812320,110007824836,RI
3399,110000313296,RI
812320,110004925635,RI
622210,110001663165,RI
324121,110001662530,RI
325991,110002087429,RI
339911,110004903837,RI
812320,110007823454,RI
812320,110004908039,RI
325412,110004899762,RI
331511,110001662674,RI
334413,110000312171,RI
332722,110021276242,RI
812320,110014440961,RI
53112,110009438741,RI
925110,110021277660,RI
925110,110001664173,RI
3399,110000312938,RI
812320,110021346541,RI
812320,110004905746,RI
812320,110001663815,RI
32612,110001664271,RI
32612,110021357333,RI
334416,110012483268,RI
221320,110000735713,RI
454312,110000313152,RI
334119,110041736663,RI
32612,110000491897,RI
322214,110001662807,RI
621391,110037441989,RI
44413,110037442069,RI
33271,110037441854,RI
48839,110037441925,RI
332721,110004919946,RI
62121,110024439785,RI
811111,110004914424,RI
44719,110004924066,RI
811111,110004917047,RI
811111,110004906460,RI
811111,110004922941,RI
4471,110004920426,RI
4471,110004904426,RI
339913,110009439599,RI
33149,110015322159,RI
325998,110004905808,RI
812922,110033625913,RI
441222,110007176536,RI
811111,110004905078,RI
322221,110000312108,RI
81111,110004929196,RI
332212,110004902703,RI
54143,110004924137,RI
48412,110004932440,RI
621498,110004933519,RI
54169,110004936534,RI
811112,110015322890,RI
44419,110038910186,RI
81131,110038910195,RI
44612,110038910220,RI
62121,110038910426,RI
44611,110038910435,RI
339914,110004902918,RI
32551,110001664574,RI
325613,110001664574,RI
32613,110029952102,RI
339914,110004903016,RI
44419,110004925564,RI
44111,110004914120,RI
811411,110015824740,RI
71393,110020119673,RI
62211,110004908878,RI
621491,110022305361,RI
811191,110024439794,RI
331492,110004903472,RI
532412,110004916734,RI
339999,110000312340,RI
4471,110004925494,RI
62121,110004926331,RI
61161,110039562853,RI
45299,110039562880,RI
333291,110039562942,RI
332813,110000819909,RI
339991,110000498202,RI
312111,110000499327,RI
325612,110000312705,RI
811121,110004898969,RI
339113,110044299167,RI
326113,110009812907,RI
81112,110018900992,RI
48541,110004935795,RI
332912,110000498202,RI
11121,110041679546,RI
322222,110000312340,RI
221320,110000574977,RI
4471,110006693907,RI
48541,110044299041,RI
325510,110001663218,RI
333414,110007176938,RI
454311,110012803065,RI
3399,110000313009,RI
3399,110000819865,RI
326113,110000312750,RI
713930,110031404736,RI
4471,110010683885,RI
4471,110010683652,RI
713930,110004908388,RI
331221,110002087205,RI
339941,110004913363,RI
622110,110010364827,RI
334413,110001663058,RI
324121,110028183310,RI
332722,110001663575,RI
4471,110002058834,RI
924110,110020149640,RI
326130,110001663147,RI
339911,110000491904,RI
4471,110002058674,RI
713930,110004931370,RI
2211,110038789941,RI
482111,110028184550,RI
311520,110004914004,RI
324191,110002087544,RI
334413,110004936570,RI
331522,110000313018,RI
3399,110002087713,RI
485510,110004930941,RI
331528,110001664618,RI
221320,110002051939,RI
3399,110001663539,RI
2211,110000820005,RI
4471,110012803083,RI
4471,110009440685,RI
22121,110004904943,RI
81232,110004913915,RI
336612,110004917065,RI
92314,110006869399,RI
48811,110041561333,RI
48811,110041392141,RI
325998,110001663101,RI
325412,110040900237,RI
48811,110041406804,RI
48811,110041380323,RI
562212,110041417348,RI
812320,110041216323,RI
3399,110000762979,RI
42393,110002370470,RI
812320,110041228524,RI
51111,110041233796,RI
334518,110021175823,RI
334518,110004907655,RI
334518,110040851931,RI
334518,110001664556,RI
33993,110040854634,RI
326113,110041062293,RI
32612,110040986902,RI
332813,110001134282,RI
322222,110040969182,RI
221122,110038910480,RI
221122,110041695760,RI
32311,110004926242,RI
54199,110004899744,RI
81111,110004899806,RI
335931,110000618573,RI
326199,110007823757,RI
339914,110009438616,RI
44419,110004911105,RI
339115,110042293915,RI
22121,110004916501,RI
92811,110032754286,RI
339999,110004906558,RI
812922,110041679412,RI
323113,110041679430,RI
44131,110042191909,RI
81111,110043587106,RI
327420,110041923041,RI
713930,110041923121,RI
336612,110004933172,RI
313249,110001991649,RI
331111,110002087704,RI
335999,110004930727,RI
713930,110042374392,RI
331491,110012709024,RI
313210,110002455762,RI
339931,110001663012,RI
326199,110022506769,RI
325132,110043192407,RI
811121,110041679519,RI
323110,110000819945,RI
811111,110004928598,RI
336612,110002336883,RI
42495,110017775282,RI
811113,110043587080,RI
23813,110042293862,RI
323115,110043766403,RI
325413,110043854825,RI
339115,110043693679,RI
22132,110000574977,RI
22131,110007828048,RI
811121,110004911052,RI
44112,110004911310,RI
92811,110009344851,RI
811111,110004912658,RI
811121,110004913005,RI
811121,110004913149,RI
811121,110004913256,RI
811111,110004913639,RI
811111,110004914273,RI
811198,110004914335,RI
811111,110004914530,RI
51111,110041104480,RI
81149,110004914727,RI
71393,110004915165,RI
811111,110004915209,RI
811112,110004915218,RI
4471,110004915619,RI
811198,110004915860,RI
326299,110031276722,RI
62211,110004915986,RI
81232,110007826399,RI
811111,110004916217,RI
811113,110004916690,RI
62121,110004916930,RI
811198,110004916976,RI
4471,110004917421,RI
92119,110034164268,RI
92119,110004918439,RI
62121,110004918812,RI
44111,110004918956,RI
514199,110004919330,RI
4471,110004920827,RI
485999,110007826978,RI
485999,110007826987,RI
49311,110004920916,RI
49311,110004920934,RI
314999,110004921023,RI
53231,110004921390,RI
811111,110004921452,RI
92119,110004921531,RI
333112,110004921611,RI
621112,110004921764,RI
62121,110012520584,RI
62121,110004922362,RI
811111,110036485559,RI
334511,110004922898,RI
62121,110004923147,RI
811121,110001991774,RI
49111,110022521699,RI
11251,110004901599,RI
811111,110004923995,RI
811118,110004924244,RI
4471,110004923539,RI
4471,110009441988,RI
811111,110004924333,RI
524126,110004924397,RI
621112,110009442040,RI
339914,110001663183,RI
313221,110001663138,RI
332813,110004902990,RI
332116,110004903276,RI
811111,110004925788,RI
811111,110004925804,RI
62121,110004925831,RI
48832,110007827575,RI
339911,110002087508,RI
339911,110004903677,RI
332722,110000312974,RI
332116,110004903926,RI
332813,110004903944,RI
339911,110000491913,RI
339999,110001664431,RI
811111,110004926108,RI
62121,110004926297,RI
62121,110007827637,RI
811111,110004926509,RI
92119,110034166328,RI
62121,110004926698,RI
62121,110004926705,RI
335929,110000313018,RI
2212,110004904863,RI
48833,110004904881,RI
324121,110012482759,RI
811111,110004905158,RI
811111,110004905309,RI
336612,110009442503,RI
334517,110009442512,RI
621112,110004927740,RI
811111,110004927795,RI
62121,110004927811,RI
811111,110004905657,RI
44131,110004905951,RI
81232,110004906193,RI
811111,110004906415,RI
81231,110014362563,RI
81112,110014362581,RI
811111,110014362607,RI
811111,110004906914,RI
336399,110004907174,RI
339913,110004907655,RI
331528,110004907799,RI
811121,110004907913,RI
81232,110004908039,RI
811111,110004908191,RI
313221,110004908413,RI
3323,110004908510,RI
333319,110004908609,RI
62211,110004908887,RI
62211,110004908949,RI
71399,110004909163,RI
336612,110001664342,RI
4471,110004909298,RI
339914,110010954789,RI
339112,110004909591,RI
324191,110004910017,RI
811111,110004910160,RI
5241,110004910598,RI
325411,110040900237,RI
221112,110028052185,RI
333512,110001102048,RI
62121,110017775228,RI
621111,110017775264,RI
313320,110000762942,RI
488119,110009443361,RI
81232,110014440961,RI
313241,110015750187,RI
313241,110015790312,RI
31332,110000312251,RI
424710,110000312894,RI
321999,110041999905,RI
325998,110000313045,RI
331421,110000313054,RI
323112,110042010249,RI
331492,110009443922,RI
61131,110004935955,RI
81232,110015686337,RI
811121,110015686382,RI
621111,110015824651,RI
332813,110000819918,RI
335999,110000313116,RI
325998,110000313143,RI
424710,110000313152,RI
332813,110044831590,RI
53212,110004914772,RI
621391,110017278131,RI
2211,110000312180,RI
339911,110000312956,RI
562212,110004925797,RI
42393,110004898745,RI
811111,110020479098,RI
62121,110020480362,RI
325998,110004906530,RI
332919,110004906745,RI
337212,110020899278,RI
62131,110020892319,RI
54194,110020886059,RI
811121,110020891221,RI
81131,110020745675,RI
551112,110029952102,RI
62121,110022305432,RI
332211,110004903267,RI
62121,110004898200,RI
339914,110004903640,RI
339911,110004903775,RI
339914,110004903784,RI
621391,110004927269,RI
621112,110004924743,RI
62121,110004925065,RI
561499,110004925118,RI
811111,110004925234,RI
339911,110009442139,RI
4471,110004927429,RI
4471,110004927474,RI
4471,110004927508,RI
339113,110004927642,RI
62121,110004927679,RI
62121,110009443049,RI
811121,110022925012,RI
81232,110004905354,RI
332721,110004905684,RI
339914,110002087189,RI
334112,110004906683,RI
23832,110016712912,RI
48111,110009442193,RI
92111,110020891016,RI
562219,110020891258,RI
325131,110000312457,RI
332722,110004904239,RI
81111,110004898353,RI
336399,110002087722,RI
325411,110004904667,RI
44131,110004905078,RI
339914,110004902730,RI
81111,110014440952,RI
811111,110015322890,RI
332721,110009442399,RI
62121,110004926545,RI
339999,110004926778,RI
339932,110004917172,RI
44719,110009440970,RI
332996,110009441005,RI
339911,110009441014,RI
44111,110004918126,RI
336999,110004900304,RI
339115,110004920783,RI
811121,110004905871,RI
811111,110004921078,RI
811121,110004921229,RI
621112,110009441274,RI
811198,110004919492,RI
811111,110004919768,RI
811111,110004920621,RI
4471,110004910623,RI
336611,110006869415,RI
61161,110024438517,RI
62121,110024439801,RI
334417,110004912872,RI
811111,110009440364,RI
454311,110004913354,RI
32552,110004907076,RI
332812,110000313170,RI
541922,110009438484,RI
339914,110000491904,RI
33992,110004908798,RI
332813,110007824952,RI
4471,110004909289,RI
92811,110000312992,RI
332813,110002087660,RI
332111,110002450516,RI
621111,110031440028,RI
811118,110031401187,RI
53231,110031396166,RI
32791,110002087287,RI
42471,110031404790,RI
81112,110031437256,RI
44412,110031416876,RI
81149,110031437274,RI
811121,110032659898,RI
81149,110009440587,RI
335931,110007826102,RI
335312,110004915012,RI
56173,110004915174,RI
811118,110004915325,RI
44111,110032659996,RI
332813,110004909939,RI
811118,110000618671,RI
54171,110032660047,RI
81149,110004911347,RI
334513,110004911828,RI
332813,110000312965,RI
33251,110000312929,RI
4471,110004915361,RI
4471,110006693578,RI
4471,110004915637,RI
332813,110004915682,RI
33995,110004916066,RI
22133,110007826442,RI
441222,110004916958,RI
92119,110037233794,RI
332813,110004922148,RI
333518,110004922237,RI
33991,110004922308,RI
23832,110004922585,RI
811111,110009441835,RI
62121,110004922905,RI
333319,110004922996,RI
811111,110004923085,RI
621399,110009441880,RI
332813,110009441611,RI
4471,110010573682,RI
44719,110004923245,RI
445292,110007827307,RI
4471,110004923334,RI
4471,110004923405,RI
332813,110004923575,RI
339114,110004923806,RI
4471,110004924048,RI
3323,110004924093,RI
811111,110009441933,RI
32551,110004924191,RI
44131,110033622738,RI
321911,110004908440,RI
45299,110004927161,RI
621391,110021015373,RI
236118,110035439576,RI
32612,110009440756,RI
332813,110009444020,RI
322211,110021277820,RI
311920,110021092262,RI
325510,110002087232,RI
812320,110012481411,RI
812320,110001663290,RI
3399,110002087820,RI
337110,110021092459,RI
339920,110004896934,RI
3399,110004914111,RI
812320,110004905764,RI
332721,110009444084,RI
812320,110009439081,RI
3399,110004906825,RI
326113,110000312233,RI
335991,110012481956,RI
313312,110015790312,RI
485210,110001664627,RI
331419,110004905808,RI
812320,110012482991,RI
812320,110009440211,RI
339112,110000895087,RI
313221,110001663254,RI
336612,110021276313,RI
812320,110004906022,RI
336612,110001663094,RI
622110,110000895121,RI
313312,110015750187,RI
3256,110043555630,RI
611310,110007222834,RI
32732,110004929178,RI
48811,110038099483,RI
62121,110037442078,RI
452112,110037442096,RI
44111,110037441943,RI
71393,110037442121,RI
71393,110004912809,RI
621391,110004932583,RI
4471,110004910838,RI
81411,110009450487,RI
62121,110004930362,RI
44112,110004918509,RI
811111,110004926616,RI
62121,110004928240,RI
62121,110009442923,RI
62121,110020480380,RI
62131,110020480399,RI
324121,110030746842,RI
332813,110004911971,RI
315111,110015790312,RI
32511,110007825201,RI
441221,110038910131,RI
42351,110031343240,RI
812922,110032960213,RI
339914,110004900527,RI
334419,110000841929,RI
331525,110000581273,RI
332813,110009443922,RI
339911,110007826763,RI
453998,110037442069,RI
333513,110037442176,RI
812922,110037442194,RI
44131,110004905915,RI
81149,110004905951,RI
221122,110038910505,RI
45291,110012218867,RI
323113,110038910211,RI
44611,110038910284,RI
81111,110038910293,RI
811111,110038910346,RI
811111,110038910364,RI
812922,110038910435,RI
561439,110004920293,RI
4471,110007825960,RI
453998,110016712850,RI
339914,110016712921,RI
62121,110004921942,RI
339999,110004908468,RI
323119,110020891105,RI
44422,110022305389,RI
332812,110000312803,RI
45322,110004903846,RI
332116,110009438858,RI
339116,110009442344,RI
48422,110001991541,RI
323111,110000312340,RI
62121,110004921915,RI
48411,110039562862,RI
811111,110039562933,RI
339999,110001662923,RI
331491,110000313018,RI
334513,110002087125,RI
441222,110043418450,RI
441222,110043418441,RI
339911,110001662745,RI
334417,110002087624,RI
332813,110001663192,RI
62131,110040101626,RI
332813,110000313296,RI
339911,110012481126,RI
32311,110001663076,RI
11251,110006693550,RI
325411,110038802864,RI
326291,110000762942,RI
811121,110044831484,RI
336322,110044831527,RI
31331,110009444672,RI
313311,110001991649,RI
3399,110002087786,RI
3399,110001663735,RI
313221,110015750187,RI
713930,110004925403,RI
324121,110001663174,RI
4471,110001664002,RI
331491,110009444182,RI
811121,110044299158,RI
332813,110000618617,RI
33341,110001664324,RI
713930,110012218554,RI
327320,110001662530,RI
313221,110021276279,RI
326220,110000312368,RI
3399,110038789889,RI
713930,110009813112,RI
531110,110001663673,RI
485410,110004920649,RI
311712,110000735704,RI
325412,110016754369,RI
611110,110006693532,RI
454311,110012296327,RI
713930,110004925779,RI
622110,110038789718,RI
611310,110011571496,RI
482111,110032601968,RI
7121,110035858373,RI
921190,110001663664,RI
924110,110017694379,RI
3399,110012483400,RI
488490,110006693783,RI
326113,110028184239,RI
313320,110000313250,RI
713930,110032602066,RI
3399,110000312821,RI
622210,110038790957,RI
31331,110000312723,RI
3399,110004901394,RI
928110,110004911711,RI
622110,110010364845,RI
327113,110038789969,RI
488490,110006693792,RI
332813,110001663726,RI
56199,110032604938,RI
332721,110009440881,RI
311812,110040757632,RI
48811,110041392221,RI
325611,110040833836,RI
48811,110041380332,RI
562212,110041417400,RI
812320,110004913899,RI
332722,110041219384,RI
2389,110021082585,RI
53112,110001663708,RI
22132,110040849561,RI
48111,110040900282,RI
334518,110004903105,RI
332813,110040984423,RI
221330,110040969342,RI
812320,110004912550,RI
313311,110004932832,RI
811121,110004927312,RI
32311,110004916574,RI
51711,110041695813,RI
51711,110041695868,RI
332999,110000312956,RI
32311,110004903846,RI
621111,110004899860,RI
323122,110004901232,RI
333414,110004901802,RI
339914,110000820023,RI
326199,110004903515,RI
325612,110002087223,RI
22121,110004904970,RI
621512,110016712869,RI
323122,110024557558,RI
561439,110024557558,RI
339914,110041679500,RI
81111,110041679537,RI
4471,110041922364,RI
483111,110041923354,RI
332813,110002087599,RI
811121,110004935241,RI
333911,110002087125,RI
333513,110001663067,RI
339112,110001133924,RI
339911,110009439456,RI
339993,110000820041,RI
332812,110000312448,RI
339999,110002087759,RI
331491,110012708150,RI
713930,110042374409,RI
332116,110000312509,RI
332813,110002087072,RI
811111,110039562924,RI
325611,110002087740,RI
325611,110043307784,RI
332117,110043192434,RI
44412,110043645437,RI
32311,110004927820,RI
325411,110014441167,RI
48721,110012218750,RI
331111,110004928357,RI
488999,110007828217,RI
81232,110043645428,RI
48832,110009439161,RI
81111,110044923410,RI
42471,110001663174,RI
22111,110002054491,RI
49312,110000547560,RI
325132,110000312135,RI
45431,110000312894,RI
562211,110000618644,RI
44711,110004902446,RI
332721,110022506796,RI
324191,110004911007,RI
811192,110004911490,RI
333911,110000313278,RI
332813,110004911935,RI
326113,110006693676,RI
811111,110004913247,RI
81232,110012481705,RI
811111,110009440505,RI
332813,110004914291,RI
811111,110004914709,RI
339914,110004915423,RI
45211,110004916306,RI
811121,110004916592,RI
811121,110004916618,RI
333112,110004917074,RI
811111,110004917270,RI
56173,110009441078,RI
811198,110004917877,RI
81149,110004918091,RI
811111,110004918581,RI
811111,110009441194,RI
811111,110004918894,RI
811111,110006434527,RI
811111,110004919152,RI
33312,110004919214,RI
811111,110004919303,RI
81232,110004919839,RI
44112,110004920006,RI
811111,110004920140,RI
339913,110000312545,RI
44111,110004920694,RI
811111,110004920747,RI
485999,110004920907,RI
485999,110007827030,RI
811111,110004921363,RI
621112,110004922380,RI
611519,110042338510,RI
62131,110004923012,RI
4471,110007827325,RI
621112,110004923717,RI
811111,110004924930,RI
62121,110004925591,RI
333298,110009442175,RI
339932,110001662709,RI
32562,110004903392,RI
335931,110004903597,RI
339911,110009438778,RI
332813,110000312803,RI
3121,110004904168,RI
62121,110009442353,RI
62121,110004926741,RI
621391,110004926812,RI
621391,110004904541,RI
332116,110004904603,RI
339911,110004904765,RI
811111,110004905087,RI
811111,110004905540,RI
62121,110004927321,RI
62121,110004927526,RI
811121,110004927535,RI
62121,110009442807,RI
62121,110004927802,RI
22133,110004932066,RI
811121,110004905862,RI
335929,110000313054,RI
81232,110007824603,RI
811121,110004906335,RI
332116,110009439170,RI
811198,110004906638,RI
44111,110004907003,RI
811121,110004907129,RI
811111,110004907405,RI
811121,110004908164,RI
334415,110004908529,RI
313249,110015750187,RI
811121,110004908903,RI
811111,110004923325,RI
326121,110000312082,RI
532111,110007824998,RI
213112,110004909396,RI
812199,110004909742,RI
811111,110004910062,RI
3219,110001663842,RI
325611,110000312126,RI
332813,110012481064,RI
313311,110000312199,RI
325211,110000312233,RI
81232,110009440211,RI
327320,110009439394,RI
